age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
26,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female,39,United-States,<=50K
68,State-gov,Some-college,11,Never-married,Adm-clerical,Own-child,White,Male,9,United-States,<=50K
52,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,36,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,29,United-States,<=50K
38,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,53,United-States,>50K
45,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,32,United-States,>50K
45,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,37,United-States,<=50K
37,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,20,United-States,<=50K
41,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,12,United-States,<=50K
47,Private,10th,6,Never-married,Other-service,Own-child,White,Male,35,United-States,<=50K
20,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,36,United-States,<=50K
27,Private,Bachelors,14,Never-married,Other-service,Not-in-family,White,Female,56,United-States,<=50K
31,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,33,United-States,<=50K
77,Local-gov,Bachelors,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,21,United-States,<=50K
59,Private,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,53,United-States,>50K
23,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,52,United-States,<=50K
20,Local-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,<=50K
39,?,7th-8th,4,Never-married,?,Unmarried,Black,Male,36,United-States,<=50K
46,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
23,Local-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,52,United-States,<=50K
51,Local-gov,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,39,United-States,<=50K
26,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States,<=50K
64,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,53,United-States,>50K
36,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,63,United-States,<=50K
34,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,38,United-States,<=50K
27,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,>50K
44,Private,Some-college,11,Never-married,Other-service,Own-child,White,Female,38,United-States,<=50K
24,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,38,United-States,<=50K
52,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,36,United-States,<=50K
44,Private,Bachelors,14,Never-married,Craft-repair,Other-relative,White,Female,36,United-States,<=50K
57,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,23,Mexico,<=50K
33,State-gov,Doctorate,16,Married-civ-spouse,Protective-serv,Husband,White,Male,59,United-States,>50K
37,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Male,34,United-States,<=50K
45,Private,11th,7,Separated,Machine-op-inspct,Unmarried,Other,Male,39,Mexico,<=50K
56,Private,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,White,Female,42,United-States,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Male,39,United-States,<=50K
55,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,<=50K
50,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,53,United-States,<=50K
32,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,38,United-States,<=50K
27,Private,Bachelors,14,Never-married,Sales,Unmarried,White,Female,70,United-States,<=50K
53,Private,11th,7,Never-married,Other-service,Own-child,White,Male,19,United-States,<=50K
73,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Female,54,United-States,<=50K
66,Private,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K
56,Private,Some-college,11,Never-married,Sales,Own-child,White,Female,17,United-States,<=50K
49,Private,Prof-school,15,Married-civ-spouse,Farming-fishing,Wife,White,Male,30,United-States,>50K
25,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,61,United-States,<=50K
34,Local-gov,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K
18,Federal-gov,Some-college,11,Never-married,Prof-specialty,Not-in-family,White,Male,63,United-States,<=50K
44,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,42,United-States,<=50K
37,Private,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,40,United-States,<=50K
45,Self-emp-not-inc,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Male,37,?,<=50K
65,Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,34,United-States,<=50K
43,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,United-States,<=50K
19,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,51,United-States,<=50K
54,Private,Some-college,11,Divorced,Machine-op-inspct,Unmarried,White,Male,28,Germany,<=50K
61,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,69,United-States,>50K
54,Private,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,46,United-States,>50K
27,Self-emp-inc,Prof-school,15,Never-married,Sales,Own-child,White,Male,38,United-States,<=50K
28,?,Bachelors,14,Married-civ-spouse,?,Other-relative,White,Male,37,United-States,>50K
39,Private,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Male,37,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,United-States,>50K
19,State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,22,United-States,<=50K
35,Private,5th-6th,3,Married-civ-spouse,Adm-clerical,Wife,White,Female,29,United-States,>50K
29,?,HS-grad,9,Never-married,?,Own-child,Other,Female,81,Mexico,<=50K
62,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,United-States,<=50K
48,Local-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Female,18,United-States,<=50K
40,Self-emp-not-inc,Some-college,11,Widowed,Craft-repair,Unmarried,White,Male,39,United-States,<=50K
77,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
53,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,41,United-States,>50K
31,Private,Some-college,11,Never-married,Sales,Not-in-family,White,Male,39,United-States,<=50K
66,?,Some-college,10,Widowed,?,Not-in-family,White,Female,40,Portugal,>50K
48,Private,Some-college,11,Married-civ-spouse,Other-service,Wife,White,Male,39,United-States,>50K
29,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
30,Self-emp-not-inc,Masters,14,Never-married,Sales,Not-in-family,White,Male,63,United-States,<=50K
34,Federal-gov,5th-6th,3,Divorced,Prof-specialty,Not-in-family,White,Male,35,United-States,<=50K
34,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,United-States,>50K
44,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,37,United-States,<=50K
32,Private,Bachelors,14,Never-married,Other-service,Not-in-family,White,Male,53,United-States,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Female,38,United-States,<=50K
40,State-gov,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Male,52,United-States,<=50K
62,Private,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,32,United-States,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Black,Male,38,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,37,United-States,<=50K
35,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,43,United-States,<=50K
33,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,>50K
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,39,United-States,<=50K
47,?,HS-grad,9,Never-married,?,Not-in-family,Black,Female,38,United-States,<=50K
22,Federal-gov,Bachelors,14,Never-married,Tech-support,Not-in-family,White,Male,41,United-States,<=50K
31,?,Bachelors,13,Never-married,?,Unmarried,Black,Female,38,United-States,<=50K
31,Private,Some-college,11,Divorced,Adm-clerical,Not-in-family,White,Female,39,United-States,<=50K
29,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Female,36,United-States,<=50K
39,Private,11th,7,Widowed,Sales,Not-in-family,White,Female,40,Mexico,<=50K
45,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,37,United-States,>50K
32,?,Bachelors,14,Divorced,?,Not-in-family,White,Male,64,United-States,>50K
34,?,HS-grad,9,Divorced,?,Not-in-family,White,Male,36,United-States,<=50K
27,Private,Some-college,10,Separated,Sales,Unmarried,White,Female,37,United-States,<=50K
32,Private,Bachelors,13,Divorced,Adm-clerical,Own-child,White,Male,13,United-States,<=50K
36,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,31,United-States,<=50K
24,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,37,United-States,>50K
19,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Other-relative,White,Male,55,Mexico,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States,<=50K
62,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,54,United-States,>50K
18,Local-gov,Masters,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,44,Philippines,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,63,Germany,<=50K
43,Local-gov,7th-8th,8,Separated,Prof-specialty,Not-in-family,White,Male,26,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,United-States,<=50K
20,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Male,39,United-States,<=50K
43,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
35,?,Assoc-acdm,12,Never-married,?,Own-child,Black,Female,19,United-States,<=50K
46,Private,Bachelors,13,Never-married,Priv-house-serv,Own-child,White,Female,37,United-States,<=50K
39,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,55,United-States,<=50K
29,Local-gov,Bachelors,13,Separated,Transport-moving,Not-in-family,White,Female,51,?,<=50K
54,?,HS-grad,9,Never-married,?,Own-child,White,Male,37,United-States,<=50K
29,Private,Assoc-acdm,12,Never-married,Adm-clerical,Other-relative,White,Female,23,United-States,<=50K
22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,36,United-States,<=50K
27,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Other,Male,35,Puerto-Rico,>50K
51,Private,Some-college,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36,United-States,>50K
51,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,39,United-States,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,39,United-States,<=50K
62,?,HS-grad,9,Never-married,?,Not-in-family,White,Male,39,United-States,<=50K
18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,37,El-Salvador,<=50K
57,Private,9th,5,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,36,United-States,<=50K
21,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
42,Self-emp-not-inc,10th,6,Never-married,Other-service,Own-child,White,Male,19,United-States,<=50K
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Female,6,United-States,<=50K
29,Self-emp-inc,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K
41,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,36,United-States,<=50K
19,Private,Some-college,10,Separated,Handlers-cleaners,Own-child,White,Female,11,United-States,<=50K
31,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,51,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,39,United-States,<=50K
41,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,63,Columbia,>50K
50,?,Some-college,10,Never-married,?,Own-child,White,Female,92,United-States,<=50K
34,State-gov,5th-6th,3,Never-married,Adm-clerical,Not-in-family,White,Male,55,United-States,<=50K
35,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,United-States,<=50K
63,Private,Bachelors,14,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
19,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,26,United-States,<=50K
53,Private,11th,7,Never-married,Sales,Not-in-family,Black,Female,40,United-States,<=50K
47,State-gov,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Female,52,United-States,<=50K
63,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Female,20,United-States,<=50K
40,State-gov,Assoc-voc,11,Never-married,Protective-serv,Own-child,White,Male,42,United-States,<=50K
23,Private,Bachelors,14,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,>50K
62,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,<=50K
28,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,32,United-States,<=50K
50,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,52,United-States,<=50K
29,Private,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,39,United-States,>50K
26,Private,Doctorate,16,Married-civ-spouse,Other-service,Husband,White,Female,37,United-States,>50K
44,Private,11th,7,Married-civ-spouse,Exec-managerial,Wife,White,Male,37,United-States,<=50K
39,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,17,United-States,<=50K
90,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,18,United-States,<=50K
34,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,71,United-States,<=50K
42,?,HS-grad,9,Never-married,?,Not-in-family,White,Female,40,United-States,<=50K
27,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,51,United-States,<=50K
51,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,53,United-States,<=50K
50,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,40,United-States,<=50K
31,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,65,United-States,<=50K
29,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,37,United-States,<=50K
42,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,United-States,>50K
43,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,28,United-States,<=50K
46,Private,11th,8,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
48,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,70,United-States,<=50K
46,Self-emp-not-inc,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,38,Mexico,<=50K
37,Private,Assoc-voc,11,Separated,Other-service,Unmarried,White,Male,37,United-States,<=50K
63,Self-emp-not-inc,7th-8th,4,Never-married,Adm-clerical,Not-in-family,White,Male,37,United-States,<=50K
58,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,34,United-States,<=50K
27,Federal-gov,Assoc-voc,11,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,64,China,<=50K
37,Private,Some-college,11,Never-married,Sales,Unmarried,White,Male,35,United-States,<=50K
24,Private,10th,6,Divorced,Adm-clerical,Not-in-family,White,Male,36,United-States,<=50K
32,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
25,?,Some-college,10,Separated,?,Not-in-family,White,Female,63,United-States,<=50K
21,Private,HS-grad,9,Widowed,Exec-managerial,Not-in-family,Black,Female,33,United-States,<=50K
58,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,United-States,>50K
57,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,50,United-States,<=50K
24,Self-emp-not-inc,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,52,United-States,<=50K
33,State-gov,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,54,United-States,<=50K
31,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
31,Private,Bachelors,13,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,17,United-States,<=50K
23,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K
31,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,8,United-States,<=50K
32,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,36,United-States,<=50K
34,Federal-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,22,United-States,<=50K
48,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,43,United-States,>50K
42,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,31,China,<=50K
21,Private,Bachelors,14,Married-civ-spouse,Tech-support,Husband,White,Male,41,United-States,>50K
50,Private,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,64,United-States,>50K
38,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,63,United-States,>50K
43,Private,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Female,37,Trinadad&Tobago,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,64,United-States,>50K
37,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,46,United-States,<=50K
31,Private,5th-6th,3,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,36,Laos,<=50K
23,Private,Bachelors,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,54,Poland,>50K
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,44,United-States,>50K
25,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Male,6,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,16,United-States,<=50K
70,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,20,United-States,<=50K
68,State-gov,Bachelors,14,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States,<=50K
45,Private,HS-grad,9,Separated,Handlers-cleaners,Other-relative,White,Male,49,United-States,<=50K
39,Private,7th-8th,4,Never-married,Adm-clerical,Not-in-family,White,Male,52,United-States,>50K
19,Private,Some-college,11,Divorced,Prof-specialty,Unmarried,White,Female,37,United-States,<=50K
30,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,39,United-States,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,37,United-States,<=50K
21,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,49,United-States,>50K
56,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,91,United-States,<=50K
20,Private,11th,7,Never-married,Other-service,Other-relative,White,Female,22,United-States,<=50K
38,Private,Bachelors,14,Never-married,Sales,Own-child,Black,Female,44,United-States,<=50K
31,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,44,United-States,>50K
50,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Black,Male,39,Jamaica,>50K
30,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,54,United-States,>50K
50,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,8,United-States,<=50K
23,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Female,54,United-States,<=50K
22,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,38,United-States,<=50K
61,Private,Some-college,11,Never-married,Exec-managerial,Not-in-family,White,Male,11,United-States,<=50K
41,Private,Masters,14,Never-married,Adm-clerical,Unmarried,White,Male,67,United-States,>50K
37,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,39,Mexico,<=50K
27,Private,Some-college,10,Never-married,Sales,Not-in-family,Other,Male,39,United-States,<=50K
51,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,37,United-States,<=50K
28,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
30,Self-emp-not-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,37,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,36,Vietnam,<=50K
49,Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Male,36,United-States,>50K
41,Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,21,United-States,<=50K
30,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,Mexico,>50K
33,Private,9th,5,Never-married,Handlers-cleaners,Not-in-family,White,Male,39,United-States,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,77,United-States,>50K
33,Local-gov,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,38,United-States,<=50K
60,Federal-gov,10th,6,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,37,Iran,<=50K
36,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,54,United-States,>50K
46,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,38,Portugal,<=50K
50,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Male,36,United-States,<=50K
21,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,71,United-States,>50K
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,53,United-States,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,33,United-States,<=50K
55,Local-gov,11th,8,Married-civ-spouse,Protective-serv,Husband,White,Male,14,United-States,<=50K
55,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,37,United-States,<=50K
53,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
45,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Male,36,United-States,<=50K
31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,45,Mexico,<=50K
18,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,37,Philippines,>50K
35,Private,7th-8th,5,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K
20,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,63,United-States,<=50K
30,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,43,United-States,>50K
42,?,Masters,14,Married-civ-spouse,?,Husband,White,Female,36,Mexico,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,>50K
53,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,53,United-States,<=50K
42,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,24,United-States,<=50K
23,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,36,United-States,<=50K
50,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,38,United-States,<=50K
32,Private,Some-college,11,Never-married,Other-service,Other-relative,White,Male,64,United-States,<=50K
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,49,Mexico,<=50K
29,Private,Bachelors,14,Married-civ-spouse,Other-service,Husband,Black,Male,38,United-States,<=50K
45,Private,Doctorate,16,Married-civ-spouse,Other-service,Husband,White,Male,81,United-States,>50K
33,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Female,53,United-States,<=50K
42,State-gov,Some-college,11,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,39,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,38,United-States,<=50K
35,Private,Some-college,11,Divorced,Prof-specialty,Not-in-family,White,Female,56,United-States,<=50K
17,Private,9th,5,Never-married,Other-service,Not-in-family,Other,Female,37,United-States,<=50K
44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
71,Private,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Female,38,United-States,>50K
36,Private,Some-college,11,Married-civ-spouse,Protective-serv,Husband,White,Male,20,United-States,<=50K
23,?,Assoc-acdm,12,Separated,?,Not-in-family,Black,Female,37,United-States,<=50K
62,Private,Some-college,11,Never-married,Adm-clerical,Own-child,White,Female,38,United-States,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Male,38,United-States,<=50K
52,Private,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,37,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,35,Puerto-Rico,<=50K
21,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,16,United-States,>50K
19,?,Assoc-acdm,12,Never-married,?,Not-in-family,White,Female,36,United-States,<=50K
55,State-gov,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,United-States,>50K
24,Private,7th-8th,8,Widowed,Priv-house-serv,Unmarried,Black,Male,17,United-States,<=50K
32,Private,Some-college,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,39,United-States,<=50K
21,Private,7th-8th,4,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,40,Cuba,<=50K
48,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,59,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Male,39,?,<=50K
57,?,HS-grad,9,Never-married,?,Own-child,White,Female,36,United-States,<=50K
38,Private,Bachelors,13,Never-married,Tech-support,Other-relative,White,Female,12,United-States,<=50K
24,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,38,United-States,<=50K
22,Private,Masters,14,Divorced,Handlers-cleaners,Not-in-family,White,Female,51,United-States,<=50K
42,Federal-gov,Some-college,11,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
35,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,39,United-States,<=50K
34,Private,9th,5,Divorced,Craft-repair,Unmarried,White,Male,7,United-States,<=50K
22,Private,Some-college,10,Widowed,Sales,Unmarried,White,Male,40,United-States,>50K
